OBJECTID,BLKGRP,BLOCK,GEOID,GEOID10,ALAND10,AWATER10,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,OP000001,OP000002,OP000003,OP000004,P0020002,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,OP00005,OP00006,OP00007,OP00008,P0030001,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,OP00009,OP00010,OP00011,OP00012,P0040002,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,OP000013,OP000014,OP000015,OP000016,H0010001,H0010002,H0010003,ACRES,Shape_Length,Shape_Area,SqMiles
5460,0095051,1006,110010095051006,110010095051006,14541,0,50,50,1,39,0,2,0,8,0,0,0,0,10,1,37,0,2,0,0,0,0,0,0,44,1,37,0,1,0,5,0,0,0,0,7,1,35,0,1,0,0,0,0,0,0,22,22,0,3.59274,545.748372,14539.302135,0.005614
5461,0095051,1007,110010095051007,110010095051007,24263,0,138,138,6,127,0,0,4,1,0,0,0,0,6,6,126,0,0,0,0,0,0,0,0,106,5,98,0,0,2,1,0,0,0,0,4,5,97,0,0,0,0,0,0,0,0,70,66,4,5.99486,786.998474,24260.337801,0.009367
5462,0095051,1008,110010095051008,110010095051008,26142,0,176,176,4,156,0,2,0,14,0,0,0,0,11,4,156,0,2,0,3,0,0,0,0,142,4,127,0,2,0,9,0,0,0,0,7,4,127,0,2,0,2,0,0,0,0,69,67,2,6.459164,800.37328,26139.309676,0.010092
5463,0095051,1009,110010095051009,110010095051009,19555,0,36,36,3,33,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,0,0,0,0,35,3,32,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,0,0,0,0,19,19,0,4.83156,651.092442,19552.629629,0.007549
5464,0095052,2000,110010095052000,110010095052000,31507,0,106,104,10,80,0,5,0,9,2,2,0,0,12,7,80,0,5,0,0,2,2,0,0,92,10,70,0,5,0,6,1,1,0,0,9,7,70,0,5,0,0,1,1,0,0,43,42,1,7.173586,811.595297,29030.472818,0.011209
5465,0095052,2001,110010095052001,110010095052001,17528,0,51,49,9,40,0,0,0,0,2,1,0,0,0,9,40,0,0,0,0,2,1,0,0,46,7,37,0,0,0,0,2,1,0,0,0,7,37,0,0,0,0,2,1,0,0,23,22,1,3.49298,541.490591,14135.588146,0.005458
5466,0095052,2002,110010095052002,110010095052002,18605,0,20,17,0,16,0,1,0,0,3,0,3,0,0,0,16,0,1,0,0,3,0,3,0,15,0,14,0,1,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,11,11,0,4.596908,567.506339,18603.026898,0.007183
5467,0095052,2003,110010095052003,110010095052003,11265,0,48,46,0,46,0,0,0,0,2,0,0,0,0,0,46,0,0,0,0,2,0,0,0,36,0,34,0,0,0,0,2,0,0,0,0,0,34,0,0,0,0,2,0,0,0,19,19,0,2.783422,453.112659,11264.10931,0.004349
5468,0095052,2004,110010095052004,110010095052004,15069,0,52,51,2,49,0,0,0,0,1,0,0,0,1,2,48,0,0,0,0,1,0,0,0,47,2,44,0,0,0,0,1,0,0,0,1,2,43,0,0,0,0,1,0,0,0,30,29,1,3.723307,514.87091,15067.690443,0.005818
5469,0095052,2005,110010095052005,110010095052005,30533,0,105,104,2,98,0,0,0,4,0,0,0,1,5,2,98,0,0,0,0,0,0,0,0,89,2,85,0,0,0,2,0,0,0,0,2,2,85,0,0,0,0,0,0,0,0,43,41,2,7.347742,823.462312,29735.25748,0.011481
5470,0095052,2006,110010095052006,110010095052006,12052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.977794,525.955011,12050.704999,0.004653
5471,0095052,2007,110010095052007,110010095052007,32790,0,99,87,12,72,0,3,0,0,8,5,5,3,10,9,71,0,3,0,0,5,2,2,0,78,8,60,0,2,0,0,4,3,1,1,8,5,59,0,2,0,0,3,2,0,0,51,47,4,8.101874,896.058653,32787.121359,0.012659
5472,0095052,2008,110010095052008,110010095052008,16792,0,49,40,0,40,0,0,0,0,4,4,0,0,0,0,40,0,0,0,0,4,4,0,0,39,0,35,0,0,0,0,4,4,0,0,0,0,35,0,0,0,0,4,4,0,0,16,15,0,3.714356,529.403617,15031.463773,0.005804
5473,0095052,2009,110010095052009,110010095052009,442,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.068921,85.931992,278.913369,0.000108
5474,0095052,2010,110010095052010,110010095052010,65705,0,33,33,0,32,0,0,0,1,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0,32,0,31,0,0,0,1,0,0,0,0,1,0,31,0,0,0,0,0,0,0,0,15,14,1,16.234502,1037.368785,65698.698096,0.025366
5475,0095052,2011,110010095052011,110010095052011,30671,0,105,100,8,80,0,3,0,9,1,0,0,0,15,7,80,0,3,0,0,0,0,0,0,86,7,65,0,3,0,8,1,0,0,0,12,6,65,0,3,0,0,0,0,0,0,45,41,4,7.578239,820.471166,30668.044056,0.011841
5476,0095052,2012,110010095052012,110010095052012,17853,0,66,66,3,63,0,0,0,0,0,0,0,0,3,3,60,0,0,0,0,0,0,0,0,61,3,58,0,0,0,0,0,0,0,0,3,3,55,0,0,0,0,0,0,0,0,51,43,8,4.41113,562.94278,17851.208554,0.006892
5477,0095052,2013,110010095052013,110010095052013,27422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.775466,784.284899,27419.339749,0.010587
5478,0095052,2014,110010095052014,110010095052014,49548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.242275,893.280455,49542.728778,0.019129
5479,0095052,2015,110010095052015,110010095052015,5971,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1.475334,314.008593,5970.464477,0.002305
5480,0095052,2016,110010095052016,110010095052016,23965,0,21,21,2,19,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,0,0,0,20,2,18,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,6,6,0,5.921266,691.952156,23962.51425,0.009252
5481,0095052,2017,110010095052017,110010095052017,48364,0,15,15,0,8,0,1,0,6,0,0,0,0,6,0,8,0,1,0,0,0,0,0,0,14,0,8,0,1,0,5,0,0,0,0,5,0,8,0,1,0,0,0,0,0,0,6,5,1,11.949646,940.311206,48358.502564,0.018671
5482,0095052,2018,110010095052018,110010095052018,13532,0,35,34,4,30,0,0,0,0,1,1,0,0,1,3,30,0,0,0,0,1,1,0,0,30,4,25,0,0,0,0,1,1,0,0,1,3,25,0,0,0,0,1,1,0,0,18,18,0,3.343613,484.131675,13531.122519,0.005224
5483,0095052,2019,110010095052019,110010095052019,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419431,210.081393,1697.375642,0.000655
5484,0095052,2020,110010095052020,110010095052020,3803,0,12,12,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,3,0,0.939704,281.559693,3802.848571,0.001468
5485,0095052,2021,110010095052021,110010095052021,6365,0,13,13,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,8,7,1,1.572678,337.426954,6364.40185,0.002457
5486,0095052,2022,110010095052022,110010095052022,2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594269,232.502349,2404.919727,0.000929
5487,0095053,3000,110010095053000,110010095053000,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151307,104.087377,612.317746,0.000236
5488,0095053,3001,110010095053001,110010095053001,6389,0,48,48,0,47,0,1,0,0,0,0,0,0,0,0,47,0,1,0,0,0,0,0,0,40,0,39,0,1,0,0,0,0,0,0,0,0,39,0,1,0,0,0,0,0,0,15,15,0,1.578639,347.121258,6388.523921,0.002467
5489,0095053,3002,110010095053002,110010095053002,10452,0,79,74,3,61,0,1,0,9,2,1,0,0,9,2,61,0,1,0,1,2,1,0,0,57,3,47,0,1,0,5,0,1,0,0,6,2,47,0,1,0,0,0,1,0,0,32,26,5,2.58241,434.834488,10450.64155,0.004035
5490,0095053,3003,110010095053003,110010095053003,1279,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0.316028,192.539333,1278.918184,0.000494
5491,0095053,3004,110010095053004,110010095053004,15216,0,114,114,0,97,0,0,2,15,0,0,0,0,15,0,97,0,0,2,0,0,0,0,0,91,0,77,0,0,2,12,0,0,0,0,12,0,77,0,0,2,0,0,0,0,0,45,43,2,3.759532,505.941646,15214.286315,0.005874
5492,0095053,3005,110010095053005,110010095053005,12495,0,93,91,4,83,1,0,0,3,2,1,1,0,6,1,83,1,0,0,0,2,1,1,0,71,2,65,0,0,0,2,2,1,1,0,3,1,65,0,0,0,0,2,1,1,0,35,35,0,3.087245,467.675061,12493.638787,0.004824
5493,0095053,3006,110010095053006,110010095053006,15334,0,85,82,5,61,0,0,0,16,3,0,1,0,18,5,61,0,0,0,0,1,0,1,0,66,2,52,0,0,0,9,3,0,1,0,11,2,52,0,0,0,0,1,0,1,0,40,35,5,3.788789,521.832324,15332.685026,0.00592
5494,0095053,3007,110010095053007,110010095053007,12321,0,82,82,9,66,0,1,0,6,0,0,0,0,14,9,58,0,1,0,0,0,0,0,0,67,6,56,0,0,0,5,0,0,0,0,12,6,49,0,0,0,0,0,0,0,0,29,29,0,3.044364,464.970712,12320.104402,0.004757
5495,0095053,3008,110010095053008,110010095053008,92389,0,174,169,13,146,1,0,0,9,5,1,0,0,24,7,139,1,0,0,0,3,1,0,0,156,11,133,1,0,0,7,4,1,0,0,18,7,128,1,0,0,0,2,1,0,0,109,86,23,22.82746,1784.658268,92379.453313,0.035668
5496,0095053,3009,110010095053009,110010095053009,12574,0,75,75,1,72,1,0,0,1,0,0,0,0,2,1,72,0,0,0,0,0,0,0,0,68,1,65,1,0,0,1,0,0,0,0,2,1,65,0,0,0,0,0,0,0,0,48,47,1,3.106676,501.846317,12572.269799,0.004854
5497,0095053,3010,110010095053010,110010095053010,28206,0,14,14,0,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,5,0,6.96908,851.424576,28202.866094,0.010889
5498,0095053,3011,110010095053011,110010095053011,7157,0,21,21,0,21,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,7,7,0,1.768405,363.573058,7156.480811,0.002763
5499,0095053,3012,110010095053012,110010095053012,18068,0,59,52,3,49,0,0,0,0,7,3,4,0,5,2,48,0,0,0,0,4,0,4,0,52,3,45,0,0,0,0,4,0,4,0,2,2,44,0,0,0,0,4,0,4,0,22,22,0,4.464147,538.355444,18065.763672,0.006975
5500,0095053,3013,110010095053013,110010095053013,29599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.313388,714.610897,29596.229362,0.011427
5501,0095053,3014,110010095053014,110010095053014,15850,0,94,91,0,85,0,0,0,6,3,0,0,0,7,0,85,0,0,0,0,2,0,0,0,75,0,70,0,0,0,3,2,0,0,0,3,0,70,0,0,0,0,2,0,0,0,46,45,1,3.916155,533.009441,15848.115185,0.006119
5502,0095053,3015,110010095053015,110010095053015,19526,0,13,13,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,3,0,4.824436,574.477343,19523.801093,0.007538
5503,0095053,3016,110010095053016,110010095053016,16841,0,35,35,3,32,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,0,0,0,0,29,2,27,0,0,0,0,0,0,0,0,0,2,27,0,0,0,0,0,0,0,0,21,18,3,4.161161,531.101758,16839.619437,0.006502
5504,0095053,3017,110010095053017,110010095053017,9347,0,29,29,0,29,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,13,12,1,2.309561,404.998386,9346.462798,0.003609
5505,0095053,3018,110010095053018,110010095053018,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081128,83.001388,328.312568,0.000127
5506,0095053,3019,110010095053019,110010095053019,15181,0,32,32,4,28,0,0,0,0,0,0,0,0,0,4,28,0,0,0,0,0,0,0,0,28,2,26,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,0,0,0,0,19,17,2,3.750953,506.636543,15179.567403,0.005861
5507,0095053,3020,110010095053020,110010095053020,19508,0,14,14,4,10,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,10,2,8,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,6,6,0,4.819953,591.523865,19505.658248,0.007531
5508,0095053,3021,110010095053021,110010095053021,11976,0,26,26,2,24,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0,23,2,21,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,8,8,0,2.959165,458.583375,11975.31604,0.004624
5509,0095053,3022,110010095053022,110010095053022,12903,0,33,32,2,25,0,5,0,0,1,0,0,0,1,2,25,0,5,0,0,0,0,0,0,31,2,23,0,5,0,0,1,0,0,0,1,2,23,0,5,0,0,0,0,0,0,17,16,1,3.188181,459.854884,12902.11,0.004982
5510,0095071,1000,110010095071000,110010095071000,39400,0,237,235,4,209,0,0,0,22,2,0,0,0,23,4,208,0,0,0,0,2,0,0,0,198,4,177,0,0,0,17,0,0,0,0,18,4,176,0,0,0,0,0,0,0,0,100,98,2,9.735016,957.996164,39396.21023,0.015211
5511,0095071,1001,110010095071001,110010095071001,43391,0,341,331,19,292,10,1,0,9,6,1,0,4,42,0,291,1,1,0,0,6,1,0,4,273,15,236,9,1,0,6,3,1,0,1,33,0,235,1,1,0,0,3,1,0,1,120,114,6,10.721214,1071.859728,43387.214646,0.016752
5512,0095071,1002,110010095071002,110010095071002,31637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.816921,731.993198,31633.957312,0.012214
5513,0095071,1003,110010095071003,110010095071003,37009,0,194,193,3,184,1,0,0,5,1,1,0,0,5,3,184,1,0,0,0,1,1,0,0,166,3,158,1,0,0,3,1,1,0,0,3,3,158,1,0,0,0,1,1,0,0,90,86,4,9.144147,899.769501,37005.050258,0.014288
5514,0095071,1004,110010095071004,110010095071004,18418,0,111,106,11,95,0,0,0,0,5,4,1,0,8,4,95,0,0,0,0,4,4,1,0,95,6,84,0,0,0,0,5,4,1,0,5,2,84,0,0,0,0,4,4,1,0,49,47,2,4.550669,570.116606,18415.903451,0.00711
5515,0095071,1005,110010095071005,110010095071005,23685,0,137,137,1,128,0,0,0,8,0,0,0,0,12,1,124,0,0,0,0,0,0,0,0,111,1,104,0,0,0,6,0,0,0,0,9,1,101,0,0,0,0,0,0,0,0,63,58,5,5.852135,752.752763,23682.748435,0.009144
5516,0095071,1006,110010095071006,110010095071006,21949,0,138,135,4,125,0,0,0,6,3,1,0,0,11,3,121,0,0,0,0,3,1,0,0,108,4,100,0,0,0,3,1,1,0,0,6,3,98,0,0,0,0,1,1,0,0,51,51,0,5.423138,759.424603,21946.662328,0.008474
5517,0095071,1007,110010095071007,110010095071007,12971,0,136,134,10,102,0,0,0,22,2,1,1,0,32,0,101,0,0,0,1,2,1,1,0,92,4,71,0,0,0,15,2,1,1,0,19,0,70,0,0,0,1,2,1,1,0,40,39,1,3.204873,511.44673,12969.661073,0.005008
5518,0095071,1008,110010095071008,110010095071008,11652,0,68,68,0,68,0,0,0,0,0,0,0,0,1,0,67,0,0,0,0,0,0,0,0,59,0,59,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,30,29,1,2.878989,476.27188,11650.855267,0.004498
5519,0095071,1009,110010095071009,110010095071009,45513,0,99,94,1,74,0,0,0,19,2,1,2,0,22,1,74,0,0,0,0,2,0,2,0,86,1,66,0,0,0,14,2,1,2,0,17,1,66,0,0,0,0,2,0,2,0,53,52,1,11.245387,989.635428,45508.466747,0.017571
5520,0095071,1010,110010095071010,110010095071010,9068,0,28,27,0,27,0,0,0,0,1,1,0,0,0,0,27,0,0,0,0,1,1,0,0,21,0,20,0,0,0,0,1,1,0,0,0,0,20,0,0,0,0,1,1,0,0,11,9,2,2.240439,422.011256,9066.734418,0.003501
5521,0095081,1000,110010095081000,110010095081000,35879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.864722,845.982928,35874.255528,0.013851
5522,0095081,1001,110010095081001,110010095081001,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257058,283.282939,1040.275723,0.000402
5523,0095081,1002,110010095081002,110010095081002,28955,0,2,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,7.154122,1002.528976,28951.704503,0.011178
5524,0095081,1003,110010095081003,110010095081003,26084,0,188,178,55,115,1,5,0,2,6,5,1,0,12,48,115,1,4,0,0,6,4,1,0,180,54,108,1,5,0,2,6,5,1,0,12,47,108,1,4,0,0,6,4,1,0,122,113,9,6.36325,759.298867,25751.158372,0.009943
5525,0095081,1004,110010095081004,110010095081004,25344,0,293,286,48,224,2,5,0,7,3,3,0,0,16,44,221,2,5,0,0,3,3,0,0,259,43,200,1,4,0,6,3,3,0,0,12,40,197,1,4,0,0,3,3,0,0,190,171,19,6.38984,701.135961,25858.76688,0.009984
5526,0095081,1005,110010095081005,110010095081005,25702,0,79,77,0,77,0,0,0,0,2,2,0,0,0,0,77,0,0,0,0,2,2,0,0,75,0,73,0,0,0,0,2,2,0,0,0,0,73,0,0,0,0,2,2,0,0,62,54,8,6.350522,723.608003,25699.648891,0.009923
5527,0095081,1006,110010095081006,110010095081006,11896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.939157,486.002287,11894.347555,0.004592
5528,0095081,1007,110010095081007,110010095081007,198385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.01721,2606.80303,198365.611452,0.076589
5529,0095081,1008,110010095081008,110010095081008,23159,0,332,332,33,250,4,8,0,37,0,0,0,0,71,7,246,0,8,0,0,0,0,0,0,281,22,226,1,6,0,26,0,0,0,0,44,6,225,0,6,0,0,0,0,0,0,191,186,5,5.722046,620.573413,23156.300448,0.008941
5530,0095081,1009,110010095081009,110010095081009,12508,0,79,75,13,57,0,0,0,5,4,4,0,0,10,8,57,0,0,0,0,4,4,0,0,61,6,48,0,0,0,5,2,2,0,0,7,4,48,0,0,0,0,2,2,0,0,40,37,3,3.090527,449.699419,12506.920844,0.004829
5531,0095081,1010,110010095081010,110010095081010,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138698,127.264917,561.289614,0.000217
5532,0095081,1011,110010095081011,110010095081011,13801,0,92,90,24,63,0,3,0,0,0,0,2,0,1,24,62,0,3,0,0,0,0,2,0,87,24,58,0,3,0,0,0,0,2,0,1,24,57,0,3,0,0,0,0,2,0,88,53,35,3.363601,704.118033,13612.010186,0.005256
5533,0095081,1012,110010095081012,110010095081012,61695,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,13.862523,1299.830922,56099.639002,0.02166
5534,0095082,2000,110010095082000,110010095082000,27595,0,66,66,3,63,0,0,0,0,0,0,0,0,0,3,63,0,0,0,0,0,0,0,0,60,3,57,0,0,0,0,0,0,0,0,0,3,57,0,0,0,0,0,0,0,0,39,39,0,6.818273,728.65684,27592.570195,0.010654
5535,0095082,2001,110010095082001,110010095082001,34873,0,242,242,5,237,0,0,0,0,0,0,0,0,8,2,232,0,0,0,0,0,0,0,0,202,4,198,0,0,0,0,0,0,0,0,6,2,194,0,0,0,0,0,0,0,0,102,94,8,8.61635,902.210621,34869.129672,0.013463
5536,0095082,2002,110010095082002,110010095082002,10166,0,34,33,0,32,0,1,0,0,1,0,0,0,0,0,32,0,1,0,0,1,0,0,0,31,0,29,0,1,0,0,1,0,0,0,0,0,29,0,1,0,0,1,0,0,0,15,15,0,2.511922,410.258143,10165.385771,0.003925
5537,0095082,2003,110010095082003,110010095082003,8554,0,26,26,0,26,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,24,0,24,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,15,15,0,2.113609,380.996282,8553.473888,0.003303
5538,0095082,2004,110010095082004,110010095082004,12640,0,80,80,7,72,1,0,0,0,0,0,0,0,5,2,72,1,0,0,0,0,0,0,0,63,7,55,1,0,0,0,0,0,0,0,5,2,55,1,0,0,0,0,0,0,0,28,27,1,3.123049,451.264786,12638.532502,0.00488
5539,0095082,2005,110010095082005,110010095082005,72133,0,435,428,20,376,1,6,0,25,6,2,5,0,35,15,373,0,6,0,0,6,1,5,0,363,18,319,1,6,0,16,2,2,1,0,24,13,318,0,6,0,0,2,1,1,0,195,188,7,17.822614,1662.861849,72125.558804,0.027848
5540,0095082,2006,110010095082006,110010095082006,46843,0,361,355,7,336,0,2,0,10,6,4,0,0,13,7,335,0,2,0,0,4,4,0,0,281,7,260,0,2,0,6,6,4,0,0,9,7,259,0,2,0,0,4,4,0,0,136,130,6,11.574056,1169.047189,46838.544632,0.018084
5541,0095082,2007,110010095082007,110010095082007,17882,0,82,81,7,68,0,0,0,6,1,1,0,0,5,5,68,0,0,0,3,1,1,0,0,73,7,60,0,0,0,5,1,1,0,0,4,5,60,0,0,0,3,1,1,0,0,40,37,3,4.418234,573.662067,17879.958713,0.006903
5542,0095082,2008,110010095082008,110010095082008,19136,0,66,66,0,66,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,35,33,2,4.728129,623.450623,19134.059394,0.007388
5543,0095083,3000,110010095083000,110010095083000,27509,28,304,295,6,268,0,0,0,21,4,1,0,1,34,2,260,0,0,0,0,4,1,0,0,244,5,218,0,0,0,18,2,1,0,1,28,2,212,0,0,0,0,2,1,0,0,150,142,5,6.80382,705.490797,27534.081201,0.010631
5544,0095083,3001,110010095083001,110010095083001,20358,0,97,97,9,88,0,0,0,0,0,0,0,0,9,0,88,0,0,0,0,0,0,0,0,78,7,71,0,0,0,0,0,0,0,0,7,0,71,0,0,0,0,0,0,0,0,40,39,1,5.030026,586.874784,20355.791937,0.007859
5545,0095083,3002,110010095083002,110010095083002,25273,0,119,119,5,114,0,0,0,0,0,0,0,0,8,0,111,0,0,0,0,0,0,0,0,96,5,91,0,0,0,0,0,0,0,0,6,0,90,0,0,0,0,0,0,0,0,52,49,3,6.24451,702.345606,25270.635357,0.009757
5546,0095083,3003,110010095083003,110010095083003,16267,0,82,80,6,73,1,0,0,0,2,2,1,0,0,6,73,1,0,0,0,2,2,1,0,69,6,60,1,0,0,0,2,2,1,0,0,6,60,1,0,0,0,2,2,1,0,38,35,3,4.019277,567.05325,16265.438675,0.00628
5547,0095083,3004,110010095083004,110010095083004,34704,0,50,49,0,49,0,0,0,0,1,0,0,1,0,0,49,0,0,0,0,1,0,0,1,40,0,39,0,0,0,0,1,0,0,1,0,0,39,0,0,0,0,1,0,0,1,20,20,0,8.574708,774.069471,34700.610999,0.013398
5548,0095083,3005,110010095083005,110010095083005,16915,0,5,5,1,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,48,3,45,4.179455,576.060819,16913.65258,0.00653
5549,0095083,3006,110010095083006,110010095083006,15354,0,99,97,8,86,0,0,0,3,2,0,2,0,3,8,86,0,0,0,0,2,0,2,0,86,8,73,0,0,0,3,2,0,2,0,3,8,73,0,0,0,0,2,0,2,0,50,49,1,3.793744,623.181524,15352.736438,0.005928
5550,0095083,3007,110010095083007,110010095083007,72984,0,72,76,0,71,1,0,0,4,0,0,0,0,4,0,71,1,0,0,0,0,0,0,0,63,0,60,1,0,0,2,0,0,0,0,2,0,60,1,0,0,0,0,0,0,0,44,47,0,18.032938,1557.407746,72976.709748,0.028176
5551,0095091,1000,110010095091000,110010095091000,21668,0,136,136,2,134,0,0,0,0,0,0,0,0,0,2,134,0,0,0,0,0,0,0,0,110,2,108,0,0,0,0,0,0,0,0,0,2,108,0,0,0,0,0,0,0,0,56,55,1,5.353718,681.287074,21665.729197,0.008365
5552,0095091,1001,110010095091001,110010095091001,23391,0,123,123,13,110,0,0,0,0,0,0,0,0,12,5,106,0,0,0,0,0,0,0,0,102,10,92,0,0,0,0,0,0,0,0,10,3,89,0,0,0,0,0,0,0,0,56,52,4,5.779521,671.783759,23388.892134,0.009031
5553,0095091,1002,110010095091002,110010095091002,23205,0,133,132,1,130,0,0,0,1,0,1,0,0,2,1,130,0,0,0,0,0,0,0,0,105,1,102,0,0,0,1,0,1,0,0,2,1,102,0,0,0,0,0,0,0,0,56,56,0,5.73346,668.292738,23202.491084,0.008959
5554,0095091,1003,110010095091003,110010095091003,25465,0,162,158,6,149,3,0,0,0,4,0,0,3,3,6,148,1,0,0,0,4,0,0,3,126,6,113,3,0,0,0,4,0,0,3,2,6,113,1,0,0,0,4,0,0,3,68,66,2,6.291933,714.907145,25462.551366,0.009831
