OBJECTID,LICENSE,APPLICANT,TRADE_NAME,ENDORSEMENTS,DESCRIPTIO,CLASS,ADDRESS,ADDRID,BREW_PUB,ENTERTAINMENT,SALES_CONSUMPTION,SIDEWALK_CAFE,SUMMER_GARDEN,TASTING,WINE_PUB,STATUS,TYPE,X,Y,WARD,ZIPCODE
498,ABRA-024338,Mauricio V. Arias,El Rinconcito Cafe,,Restaurant,C,1129 11TH STREET NW,243079,,,,,,,,Active,Restaurant,397675.96,137506.6,Ward 2,20001
499,ABRA-060424,Nara Incorporated,Bloomingdale Wine and Spirits,,Retail - Liquor Store,A,1836 1ST STREET NW,279430,,,,,,CHECKED,,Active,Retail - Liquor Store,398925.53,138616.09,Ward 5,20001
500,ABRA-060278,Khyber Pass Corp,Afghan Grill,,Restaurant,C,2309 CALVERT STREET NW,236660,,,,CHECKED,,,,Active,Restaurant,395584.61,139542.51,Ward 3,20008
501,ABRA-060438,"Mezze and More, LLC",Zaytinya,,Restaurant,C,701 9TH STREET NW,242895,,,,,CHECKED,,,Active,Restaurant,397966.7,136802.49,Ward 2,20001
502,ABRA-060470,"ChopSticks, Inc.",CHOPSTICKS/HASHI SUSHI,,Restaurant,C,1073 WISCONSIN AVENUE NW,273839,,,,,,,,Active,Restaurant,394574.16,137427.11,Ward 2,20007
503,ABRA-060383,Harlou Inc.,Tunnicliffs Tavern,,Restaurant,C,222 7TH STREET SE,50197,,,,CHECKED,,,,Active,Restaurant,400360.25,135418.58,Ward 6,20003
504,ABRA-060422,"La Goulu, Inc.",Montmartre/7th Hill,,Restaurant,C,327 7TH STREET SE,37312,,,,CHECKED,,,,Active,Restaurant,400308.39,135279.31,Ward 6,20003
505,ABRA-060448,Soussi Inc.,Soussi,,Restaurant,C,2228 18TH STREET NW,235469,,,,CHECKED,,,,Active,Restaurant,396368.3,139074.26,Ward 1,20009
506,ABRA-070945,Rajaji Inc.,Rajaji Curry House,,Restaurant,C,2603 CONNECTICUT AVENUE NW,219102,,,,CHECKED,,,,Active,Restaurant,395554.08,139563.84,Ward 3,20008
507,ABRA-100805,"Cinema Beverages Holding Company, LLC",West End Cinema Beverage Service,,Multipurpose,D,2301 M STREET NW,242336,,,,,CHECKED,,,Active,Multipurpose,395632.62,137514.24,Ward 2,20037
508,ABRA-076388,"VAP 1800 M Street, LLC",Vapiano,,Restaurant,C,1800 M STREET NW,241302,,CHECKED,,,CHECKED,,,Issued,Restaurant,396336.44,137497.81,Ward 2,20036
509,ABRA-083338,Hillwood Estate Museum & Gardens,Hillwood Museum & Gardens Foundation,,Multipurpose,D,4155 LINNEAN AVENUE NW,284839,,,,,CHECKED,,,Active,Multipurpose,395438.56,141750.35,Ward 3,20008
510,ABRA-096045,"Halifax 21, LLC",T B D ( FORMERLY-Cafe Japone),,Restaurant,C,2032 P STREET NW,242770,,CHECKED,,CHECKED,,,,Safekeeping,Restaurant,395977.42,137960.81,Ward 2,20036
511,ABRA-014419,"The Fireplace Restaurant, Inc.",The Fireplace,,Tavern,C,2161 P STREET NW,225946,,CHECKED,,,,,,About to Expire,Tavern,395785.1,137997.66,Ward 2,20037
512,ABRA-000785,Clinnie M Dickens,Dan's Cafe,,Tavern,C,2315 18TH STREET NW,235615,,,,,,,,About to Expire,Tavern,396398.08,139137.72,Ward 1,20009
513,ABRA-000168,"G and G Investments, Inc.",Trio Rest & Fox & Hounds Lounge,,Restaurant,C,1537 17TH STREET NW,225772,,,,CHECKED,,,,Active,Restaurant,396681.32,138124.9,Ward 2,20036
514,ABRA-006044,The Walrus Corporation,Old Ebbitt Grill,,Restaurant,C,675 15TH STREET NW,302331,,CHECKED,,,,,,Active,Restaurant,397108.85,136690.03,Ward 2,20005
515,ABRA-098255,Big D Corporation,Big D Liquors,,Retail - Liquor Store,A,4173 MINNESOTA AVENUE NE,299497,,,,,,CHECKED,,Active,Retail - Liquor Store,404806.83,136912.93,Ward 7,20019
516,ABRA-071564,Down Under Inc,Bravo Bravo,,Nightclub,C,1001 CONNECTICUT AVENUE NW,278774,,,,,,,,About to Expire,Nightclub,396620.19,137221.95,Ward 2,20036
517,ABRA-000643,Kenneth H Nash Post 8,Kenneth H Nash Post 8 American Legion,,Club,C,224 D STREET SE,49552,,,,,,,,Active,Club,399801.27,135268.39,Ward 6,20003
518,ABRA-001782,"Alamac, Inc.",The River Inn/Dish,,Hotel,C,924 25TH STREET NW,273930,,,,CHECKED,,,,Active,Hotel,395340.92,137064.7,Ward 2,20037
519,ABRA-003664,"Cafe Mozart, Inc.",Cafe Mozart,,Restaurant,C,1331 H STREET NW,240648,,CHECKED,,,,,,Active,Restaurant,397339.59,136963.38,Ward 2,20005
520,ABRA-098041,H & J Oriental Corporation,Jenny's,,Restaurant,C,668 WATER STREET SW,312664,,CHECKED,,,,,,Active,Restaurant,398026.12,134434.38,Ward 6,20024
521,ABRA-006447,"JJB & DHW, Inc.",Best Vending,,Multipurpose,C,1776 D STREET NW,279384,,,,,,,,Active,Multipurpose,396530.26,136235.36,Ward 2,20006
522,ABRA-015112,"JJB & DHW, Inc.",Best Vending II,,Multipurpose,C,730 21ST STREET NW,295099,,,,,,,,Active,Multipurpose,395930.61,136828.6,Ward 2,20052
523,ABRA-009480,"Zandamn, Inc.",New Heights,,Restaurant,C,2317 CALVERT STREET NW,284351,,,,CHECKED,,,,Active,Restaurant,395469.49,139539.06,Ward 3,20008
524,ABRA-009870,Pershing Associates A DC Limited Partnership,The Occidental,,Tavern,C,1475 PENNSYLVANIA AVENUE NW,302197,,CHECKED,,CHECKED,,,,About to Expire,Tavern,397153.6,136553.46,Ward 2,20004
525,ABRA-086010,"Clyde's Management, Inc.",The Hamilton,,Multipurpose,C,600 14TH STREET NW,300970,,,,,,,,Active,Multipurpose,397200.36,136648.98,Ward 2,20005
526,ABRA-071179,"El Tamarindo, Inc.",El Tamarindo Adam Morgan,,Restaurant,C,1785 FLORIDA AVENUE NW,279387,,CHECKED,,CHECKED,,,,Active,Restaurant,396421.97,138811.72,Ward 1,20009
527,ABRA-011277,Backdoor Inc.,Bachelor's Mill/Back Door Pub,,Tavern,C,1104 8TH STREET SE,285834,,CHECKED,,,,,,About to Expire,Tavern,400455.72,134371.92,Ward 6,20003
528,ABRA-016838,"Capitol City Brewing Company, LLC",Capital City Brewing Company,,Tavern,C,1100 NEW YORK AVENUE NW,297684,,,,,,,,About to Expire,Tavern,397619.45,136979.92,Ward 2,20005
529,ABRA-016642,"PMF, Inc.",The Improvisation,,Tavern,C,1140 CONNECTICUT AVENUE NW,278880,,CHECKED,,,,,,About to Expire,Tavern,396431.45,137459.78,Ward 2,20036
530,ABRA-016969,"Tri-Dev, Inc.",Cleveland Park Liquors,,Retail - Liquor Store,A,3423 CONNECTICUT AVENUE NW,219252,,,,,,CHECKED,,Active,Retail - Liquor Store,394993.59,140803.41,Ward 3,20008
531,ABRA-082212,"D-P, Inc.",Pesce,,Restaurant,C,2002 P STREET NW,300946,,,,,,,,Active,Restaurant,396078.81,137959.86,Ward 2,20036
532,ABRA-020149,"Morrison-Clark, Limited Partnership I",Morrison-Clark Inn,,Hotel,C,1015 L STREET NW,239355,,,,,,,,Active,Hotel,397682.2,137390.94,Ward 2,20001
533,ABRA-098780,The Andrew Keegan Theatre Co.,The Andrew Keegan Theatre Company,,Multipurpose,D,1742 CHURCH STREET NW,225886,,CHECKED,,,,,,Active,Multipurpose,396533.1,138039.62,Ward 2,20036
534,ABRA-025996,"Johanna's, Inc",Johana's Restaurant,,Tavern,C,4728 14TH STREET NW,255639,,CHECKED,,,,,,About to Expire,Tavern,397133.55,142234.93,Ward 4,20011
535,ABRA-021599,"D B Restaurant, Inc.",Arucola,,Restaurant,C,5534 CONNECTICUT AVENUE NW,263851,,,,CHECKED,,,,Active,Restaurant,393446.36,144038.5,Ward 3,20015
536,ABRA-025542,"Trade Center Management Associates, LLC",The International Trade Center/Air,,Nightclub,C,1300 PENNSYLVANIA AVENUE NW,293198,,,,,CHECKED,,,About to Expire,Nightclub,397379.12,136343.99,Ward 2,20004
537,ABRA-023516,Souss Corporaton,Utopia Bar & Grill,,Tavern,C,1416 U STREET NW,301496,,CHECKED,,,,,,Safekeeping,Tavern,397168.37,138775.49,Ward 2,20009
538,ABRA-024625,Washington Plaza Hotel LLC,Washington Plaza Hotel,,Hotel,C,10 THOMAS CIRCLE NW,298252,,CHECKED,,,CHECKED,,,Active,Hotel,397313.44,137599.78,Ward 2,20005
539,ABRA-024778,Mec Inc,Turntable Restaurant,,Tavern,C,5802 GEORGIA AVENUE NW,253164,,CHECKED,,,,,,About to Expire,Tavern,397539.03,143596.07,Ward 4,20011
540,ABRA-025273,2461 Corporation,Madam's Organ,,Tavern,C,2461 18TH STREET NW,235590,,CHECKED,,,CHECKED,,,About to Expire,Tavern,396342.15,139351.28,Ward 1,20009
541,ABRA-071086,MCHAP Inc.,The Saloon,,Tavern,C,1205 U STREET NW,302181,,,,,,,,About to Expire,Tavern,397529.76,138811.02,Ward 1,20009
542,ABRA-079281,Cultural Development Corporation,Source,,Multipurpose,D,1835 14TH STREET NW,240434,,,,,,,,Active,Multipurpose,397260.89,138593.42,Ward 1,20009
543,ABRA-060001,S & W D.C. LLC,Smith & Wollensky,,Restaurant,C,1112 19TH STREET NW,243291,,,,,CHECKED,,,Active,Restaurant,396193.53,137384.73,Ward 2,20036
544,ABRA-060060,"Bento Box, Inc.",Teasim,,Restaurant,C,400 8TH STREET NW,238147,,,,,,,,Active,Restaurant,397984.56,136353.83,Ward 2,20004
545,ABRA-070916,"Kissako, LLC",Teaism,,Restaurant,C,800 CONNECTICUT AVENUE NW,301059,,,,CHECKED,,,,Active,Restaurant,396665.25,136950.64,Ward 2,20006
546,ABRA-060003,"Solloso, Inc.",El Rincon,,Restaurant,C,1826 COLUMBIA ROAD NW,235408,,CHECKED,,,,,,Active,Restaurant,396266.42,139339.21,Ward 1,20009
547,ABRA-060004,2401 Restaurant Corp.,Marcel's,,Restaurant,C,2401 PENNSYLVANIA AVENUE NW,273952,,,,CHECKED,,,,Active,Restaurant,395497.64,137290.81,Ward 2,20037
548,ABRA-060811,"Portals Hotelsite, LLC",Mandarin Oriental Wash DC Hotel,,Hotel,C,1330 MARYLAND AVENUE SW,297583,,CHECKED,,CHECKED,CHECKED,,,Issued,Hotel,397358.14,135085.41,Ward 6,20024
549,ABRA-060138,"Cafe Dupont, LLC",Cafe Citron,,Restaurant,C,1343 CONNECTICUT AVENUE NW,285509,,CHECKED,,,,,,Active,Restaurant,396327.44,137842.56,Ward 2,20036
550,ABRA-060134,"Alero, Inc.",Alero Restaurant-1,,Restaurant,C,1724 CONNECTICUT AVENUE NW,242589,,,,,,,,Active,Restaurant,396008.75,138393.57,Ward 2,20009
551,ABRA-060131,"Restaurant Enterprises, Inc.",Smith Point,,Tavern,C,1338 WISCONSIN AVENUE NW,277011,,,,,CHECKED,,,About to Expire,Tavern,394480.02,137752.84,Ward 2,20007
552,ABRA-060149,Romain's Table Inc.,Romain's Table/The Diner,,Restaurant,C,2453 18TH STREET NW,295038,,,,CHECKED,,,,Active,Restaurant,396349.4,139330.56,Ward 1,20009
553,ABRA-060146,"FDS Restaurant, Inc.",Petits Plats,,Restaurant,C,2653 CONNECTICUT AVENUE NW,277189,,,,CHECKED,,,,Active,Restaurant,395485.86,139692.26,Ward 3,20008
554,ABRA-086724,"Style Concept Studio, LLC",Le Grenier,,Restaurant,C,502 H STREET NE,14861,,,,,,,,Active,Restaurant,400066.49,136950.93,Ward 6,20002
555,ABRA-060256,"Tosca, LLC",Tosca,,Restaurant,C,555 12TH STREET NW,239135,,,,,,,,Active,Restaurant,397607.25,136542.94,Ward 2,20004
556,ABRA-060407,"Billy Martin's Tavern, LLC",Billy Martins Tavern,,Restaurant,C,1264 WISCONSIN AVENUE NW,272155,,,,CHECKED,,,,Active,Restaurant,394516.63,137655.58,Ward 2,20007
557,ABRA-074001,"1000 K, L.L.C.",Embassy Suites Hotel,,Hotel,C,900 10TH STREET NW,300519,,CHECKED,,,,,,Active,Hotel,397727.05,137129.18,Ward 2,20001
558,ABRA-072438,"RCJ, Inc.",Stan's Restaurant,,Restaurant,C,1029 VERMONT AVENUE NW,240267,,,,,,,,Active,Restaurant,397151.1,137299.59,Ward 2,20005
559,ABRA-060387,Wu's Corporation,Eat First,,Restaurant,C,609 H STREET NW,279852,,,,,,,,Active,Restaurant,398230.63,136917.05,Ward 2,20001
560,ABRA-060396,"Sizzling Express-Columbia Plaza, Inc.",Sizzling Express,,Restaurant,C,538 23RD STREET NW,298814,,,,,CHECKED,,,Active,Restaurant,395562.44,136569.21,Ward 2,20037
561,ABRA-060065,"India Palace, LLC",Taj of India,,Restaurant,C,2809 M STREET NW,272104,,,,,CHECKED,,,Active,Restaurant,395024.47,137516.02,Ward 2,20007
562,ABRA-060779,"Eurochef, LLC",Belga Cafe,,Restaurant,C,514 8TH STREET SE,12649,,,,CHECKED,CHECKED,,,Active,Restaurant,400468.21,134929.87,Ward 6,20003
563,ABRA-071333,51st LLC,The 51st State Tavern,,Tavern,C,2512 L STREET NW,273884,,,,CHECKED,,,,About to Expire,Tavern,395323.27,137297.29,Ward 2,20037
564,ABRA-099697,Cinema Beverage Holding Company LLC,Atlantic Plumbing Beverage Services,,Multipurpose,C,807 V STREET NW,300873,,,,,CHECKED,,,Active,Multipurpose,397979.28,138892.79,Ward 1,20001
565,ABRA-026466,"Marabu, Inc.",Bukom Cafe,,Tavern,C,2442 18TH STREET NW,243167,,CHECKED,,,,,,About to Expire,Tavern,396299.8,139321.83,Ward 1,20009
566,ABRA-001006,A Litteri Inc,A Litteri Inc,,Retail - Grocery,B,517 MORSE STREET NE,12159,,,,,,,,Active,Retail - Grocery,400129.55,137674.77,Ward 5,20002
567,ABRA-000056,The University Club,University Club Of Washington Dc,,Club,C,1135 16TH STREET NW,242330,,,,,,,,Active,Club,396863.57,137460.5,Ward 2,20036
568,ABRA-060556,GW University,Nottie Bianche,,Restaurant,C,824 NEW HAMPSHIRE AVENUE NW,274009,,,,,CHECKED,,,Active,Restaurant,395430.48,136931.62,Ward 2,20037
569,ABRA-000654,"Seven Seas, Inc.",Seven Seas Restaurant,,Restaurant,C,5915 GEORGIA AVENUE NW,254295,,,,,,,,Safekeeping,Restaurant,397600.79,143702.57,Ward 4,20011
570,ABRA-000104,"Mac Arthur Liquors, Inc.",Bassin's Mac Arthur Liquors,,Retail - Liquor Store,A,4877 MACARTHUR BOULEVARD NW,285006,,,,,,CHECKED,,Active,Retail - Liquor Store,391642.25,138886.49,Ward 3,20007
571,ABRA-096716,Army Distaff Foundation Inc.,Knollwood Apartments,,Restaurant,C,6200 OREGON AVENUE NW,260445,,CHECKED,,,CHECKED,,,Active,Restaurant,395175.73,144842.89,Ward 4,20015
572,ABRA-000377,Deauville Inc.,The Monocle,,Restaurant,C,107 D STREET NE,285806,,,,,,,,Active,Restaurant,399555.57,136308.48,Ward 6,20002
573,ABRA-000114,The Army & Navy Club,The Army & Navy Club,,Club,C,901 17TH STREET NW,285568,,,,,,,,Issued,Club,396682.49,137097.16,Ward 2,20006
574,ABRA-026668,"George Washington University Club, Inc.",George Washington University Club,,Club,C,1918 F STREET NW,291474,,,,CHECKED,,,,Safekeeping,Club,396155.63,136585.7,Ward 2,20052
575,ABRA-000626,National Republican Club of Capitol Hill Inc.,Capitol Hill Club,,Club,C,300 1ST STREET SE,42689,,,,,,,,Active,Club,399520.32,135331.15,Ward 6,20003
576,ABRA-019017,The Phillips Collection,The Phillips Collection,,Multipurpose,C,1600 21ST STREET NW,243333,,,,,CHECKED,,,Active,Multipurpose,395936.51,138183.16,Ward 2,20009
577,ABRA-010135,"Diplomatic & Consular Officers Retired, Inc.",Diplomatic & Consular Officers Retired,,Club,C,1801 F STREET NW,279397,,,,,CHECKED,,,Issued,Club,396357.97,136635.16,Ward 2,20006
578,ABRA-000559,Tune Inn Inc.,Tune Inn Restaurant,,Tavern,C,331 PENNSYLVANIA AVENUE SE,278369,,,,CHECKED,,,,About to Expire,Tavern,399905.46,135392.13,Ward 6,20003
579,ABRA-000460,Ballances Columbia Restaurant Inc.,Millie's And Al's Ballances Columbia Restaurant,,Restaurant,C,2440 18TH STREET NW,235398,,CHECKED,,CHECKED,,,,Safekeeping,Restaurant,396297.07,139313.29,Ward 1,20009
580,ABRA-060408,"The Country Vintner, Inc.","The Country Vintner, Inc.",,Wholesaler,A,3330 NEW YORK AVENUE NE,287833,,,,,,,,Active,Wholesaler,403489.37,138821.54,Ward 5,20002
581,ABRA-007235,Potomac Riverboat Company,Cherry Blossom,,Marine Vessel,C,205 STRAND ST ALEXANDRIA VA,,,,,,,,,Active,Marine Vessel,396600.2,126132.33,,
582,ABRA-007235-2,Potomac Riverboat Company,Admiral Tilp,,Marine Vessel,C,205 STRAND ST ALEXANDRIA VA,,,,,,,,,Active,Marine Vessel,396600.2,126132.33,,
583,ABRA-007235-3,Potomac Riverboat Company,Miss Mallory,,Marine Vessel,C,205 STRAND ST ALEXANDRIA VA,,,,,,,,,Active,Marine Vessel,396600.2,126132.33,,
584,ABRA-098753-2,"Potomac Riverboat Company, LLC",Commander Jacques,,Marine Vessel,D,205 STRAND ST ALEXANDRIA VA,,,CHECKED,,,,,,Active,Marine Vessel,396600.2,126132.33,,
585,ABRA-098753-3,"Potomac Riverboat Company, LLC",Miss Christin,,Marine Vessel,D,205 STRAND ST ALEXANDRIA VA,,,CHECKED,,,,,,Active,Marine Vessel,396600.2,126132.33,,
586,ABRA-100884,"Arlington Cinema, Inc.",Drafthouse Comedy,,Multipurpose,C,1100 13TH STREET NW,300400,,,,,,,,405.1 New Const,Multipurpose,397396.9,137367.12,Ward 2,20005
587,ABRA-060535,Ischia Inc.,Ristorante La Perla,,Restaurant,C,2600 PENNSYLVANIA AVENUE NW,274801,,,,,CHECKED,,,Active,Restaurant,395220.84,137348.04,Ward 2,20037
588,ABRA-090244,"Elite Wines Imports, Inc",Elite Wines,,Wholesaler,A,2510 24TH STREET NE,149317,,,,,,,,Active,Wholesaler,402375.22,139454.2,Ward 5,20018
589,ABRA-060730,"Rice Restaurant, LLC",Rice Restaurant & Bar,,Restaurant,C,1608 14TH STREET NW,240210,,,,CHECKED,,,,Active,Restaurant,397200.07,138181.76,Ward 2,20009
590,ABRA-073644,"Queen of Sheba, Inc.",Queen of Sheba,,Restaurant,C,1503 9TH STREET NW,225575,,CHECKED,,,,,,Active,Restaurant,397935.95,137998.69,Ward 6,20001
591,ABRA-041370,"Firehook Bakers Cleveland Park, Inc. t/a Firehook Bakery",Firehook Bakery,,Restaurant,C,3411 CONNECTICUT AVENUE NW,219255,,,,,,,,Safekeeping,Restaurant,395000.81,140774.03,Ward 3,20008
592,ABRA-092190,"C'est Vin, LLC",C'est Vin,,Wholesaler,A,4221 CONNECTICUT AVENUE NW,309008,,,,,,,,Active,Wholesaler,394552.23,141770.13,Ward 3,20008
593,ABRA-090412,Froggy Times Inc,Froggy Bottom Pub,,Restaurant,C,2021 K STREET NW,242500,,,,,CHECKED,,,Active,Restaurant,396029.37,137227.38,Ward 2,20006
594,ABRA-060765,Pizzetti 824 Inc.,Komi/Little Serow,,Restaurant,C,1509 17TH STREET NW,243108,,,,CHECKED,,,,Active,Restaurant,396688.16,138027.93,Ward 2,20036
595,ABRA-075536,"Miriam's Cafe, LLC",Miriam's Cafeteria,,Restaurant,C,3931 14TH STREET NW,224892,,CHECKED,,,,,,Active,Restaurant,397187.91,141294.23,Ward 4,20011
596,ABRA-094780,"Bread and Chocolate, Inc.",Bread and Chocolate,,Restaurant,D,2301 M STREET NW,242336,,,,,,,,Active,Restaurant,395632.62,137514.24,Ward 2,20037
597,ABRA-095170,"Harris Teeter, LLC",Harris Teeter,,Retail - Grocery,B,1201 1ST STREET NE,303728,,,,,,CHECKED,,Active,Retail - Grocery,399523.62,137573.06,Ward 6,20002
598,ABRA-095171,"Harris Teeter, LLC",Harris Teeter,,Retail - Grocery,B,1631 KALORAMA ROAD NW,284059,,,,,,CHECKED,,Active,Retail - Grocery,396666.63,139345.87,Ward 1,20009
599,ABRA-060654,"Charlie Palmer Steak, DC, LLC",Charlie Palmer Steak,,Restaurant,C,101 CONSTITUTION AVENUE NW,278781,,,,CHECKED,,,,Active,Restaurant,398866.44,136104.48,Ward 6,20001
600,ABRA-060669,Style Inc.,Sette,,Restaurant,C,1666 CONNECTICUT AVENUE NW,242635,,,,CHECKED,,,,Active,Restaurant,396059.03,138272.99,Ward 2,20009
601,ABRA-090424,Fab Lounge Inc. (The),Safari Restaurant and Lounge,,Tavern,C,4306 GEORGIA AVENUE NW,252609,,CHECKED,,,CHECKED,,,About to Expire,Tavern,397732.53,141703.73,Ward 4,20011
602,ABRA-072672,"The Argonaut, LLC",The Argonaut,,Restaurant,C,1433 H STREET NE,149109,,CHECKED,,CHECKED,,,,Safekeeping,Restaurant,401357.07,136910.51,Ward 6,20002
603,ABRA-094679,"Ledroit Brands, LLC",Ledroit Wines & Beer,,Wholesaler,A,2510 24TH STREET NE,149317,,,,,,,,Active,Wholesaler,402375.22,139454.2,Ward 5,20018
604,ABRA-060614,La Plaza Inc.,La Plaza Mexican Restaurant,,Restaurant,C,629 PENNSYLVANIA AVENUE SE,2898,,CHECKED,,CHECKED,,,,Active,Restaurant,400218.5,135217.81,Ward 6,20003
605,ABRA-087236,"Yuan Profit, Inc.",New Big Wong,,Restaurant,C,610 H STREET NW,238706,,,,,,,,Active,Restaurant,398210.96,136854.77,Ward 2,20001
606,ABRA-091194,DC Cruises,DC Cruises,,Marine Vessel,C,1300 MAINE AVENUE SW,302192,,,,,,,,Active,Marine Vessel,397431.83,134921.33,Ward 6,20024
607,ABRA-097277,Lemlem Gebrewahd,Freedom Lounge,,Tavern,C,1920 9TH STREET NW,239492,,,,,,,,About to Expire,Tavern,397901.3,138702.65,Ward 1,20001
608,ABRA-086604,919 U Street LLC,El Rey,,Tavern,C,919 U STREET NW,295109,,CHECKED,,,CHECKED,,,About to Expire,Tavern,397845.06,138811.67,Ward 1,20001
609,ABRA-074996,Elza E. Lainez,El Camino Real Restaurant I I,,Restaurant,C,5217 GEORGIA AVENUE NW,251698,,CHECKED,,,,,,Active,Restaurant,397632.75,142840.51,Ward 4,20011
610,ABRA-060206,"Capital Grille Holdings, Inc.",Capital Grille,,Restaurant,C,601 PENNSYLVANIA AVENUE NW,226088,,,,,,,,Active,Restaurant,398221.46,136161.65,Ward 2,20004
611,ABRA-025663,Washington Irish Pub LLC,Fado Irish Pub & Restaurant,,Tavern,C,804 7TH STREET NW,295100,,CHECKED,,,,,,About to Expire,Tavern,398081.3,136914.05,Ward 2,20001
612,ABRA-077276,"Credence, LLC",Cashions Eat Place,,Restaurant,C,1819 COLUMBIA ROAD NW,235360,,CHECKED,,CHECKED,,,,Active,Restaurant,396213.74,139336.13,Ward 1,20009
613,ABRA-095958,Lukes Lobster VIII LLC,Luke's Lobster,,Restaurant,C,1211 POTOMAC STREET NW,278938,,,,,,,,Active,Restaurant,394358.36,137521.17,Ward 2,20007
614,ABRA-089395,Table DC LLC,Table DC,,Restaurant,C,903 N STREET NW,239744,,,,CHECKED,,,,Active,Restaurant,397887.97,137726.1,Ward 2,20001
615,ABRA-091433,"Legends Distributing of Washigton DC, LLC",Legends Distributing of Washington DC,,Wholesaler,A,659 TAYLOR STREET NE,309388,,,,,,,,Active,Wholesaler,400334.5,141229.96,Ward 5,20017
616,ABRA-094523,Citymarket Hotel Development LLC,Cambria Suites Washington City Market,,Hotel,C,899 O STREET NW,310640,,CHECKED,,,CHECKED,,,Active,Hotel,397942.87,137876.5,Ward 6,20001
617,ABRA-099181,Hermanos H-A-Inc.,La Gran Villa,,Restaurant,D,3475 14TH STREET NW,230777,,,,CHECKED,,,,Active,Restaurant,397187.74,140726.13,Ward 1,20010
618,ABRA-060326,"Big River Breweries, Inc.",Gordon Biersch Brewery Restaurant,,Restaurant,C,900 F STREET NW,243269,CHECKED,,,CHECKED,,,,Active,Restaurant,397889.76,136579.88,Ward 2,20004
619,ABRA-077414-4,Spirit Cruises LLC,National Elite,,Marine Vessel,C,600 WATER STREET SW,276680,,,,,,,,Active,Marine Vessel,398119.18,134229.64,Ward 6,20024
620,ABRA-060605,"2321 18th Street, LLC",Bourbon,,Restaurant,C,2348 WISCONSIN AVENUE NW,289359,,,,,CHECKED,,,Safekeeping,Restaurant,393731.28,139248.17,Ward 3,20007
621,ABRA-074849,"Amaya-I, LLC",La Cabana Restaurant,,Restaurant,C,3614 14TH STREET NW,234806,,CHECKED,,,,,,Active,Restaurant,397130.79,140988.49,Ward 1,20010
622,ABRA-087508,Aida Woldeslassie,Nati Hookah Bar,,Tavern,C,2839 GEORGIA AVENUE NW,237986,,CHECKED,,,CHECKED,,,Safekeeping,Tavern,398032.13,139915.06,Ward 1,20001
623,ABRA-092202,"Wal-Mart Stores East, LP",Wal-Mart,,Retail - Grocery,B,99 H STREET NW,310062,,,,,,CHECKED,,Active,Retail - Grocery,398960.4,136949.39,Ward 6,20001
624,ABRA-085903,Big Chair Cafe LLC,Cheers @ The Big Chair,,Restaurant,C,2122 MARTIN LUTHER KING JR AVENUE SE,278068,,CHECKED,,,CHECKED,,,Active,Restaurant,400913.65,133026.84,Ward 8,20020
625,ABRA-080916,"Acacia Skylan, Inc.",Acacia Wellness Bistro,,Restaurant,C,4340 CONNECTICUT AVENUE NW,223153,,,,,CHECKED,,,Issued,Restaurant,394347.88,142038.72,Ward 3,20008
626,ABRA-060469,"Rcsh Operations, LLC",Ruth's Chris Steak House,,Restaurant,C,2017 S STREET NW,242563,,CHECKED,,CHECKED,,,,Active,Restaurant,396049.65,138488.67,Ward 2,20009
627,ABRA-070728,Etete Ethiopian Cuisine Llc,Etete Ethiopian Cuisine,,Tavern,C,1942 9TH STREET NW,239509,,CHECKED,,,,,,About to Expire,Tavern,397900.09,138765.24,Ward 1,20001
628,ABRA-095044,S & L LLC,Midnight Delicatessen,,Retail - Grocery,B,4701 GEORGIA AVENUE NW,252099,,,,,,,,Active,Retail - Grocery,397705.21,142161.74,Ward 4,20011
629,ABRA-077798,CAH Inc.,Westchester Market,,Retail - Liquor Store,A,4000 CATHEDRAL AVENUE NW,223991,,,,,,,,Active,Retail - Liquor Store,393079.31,140064.1,Ward 3,20016
630,ABRA-078743,"Chix, LLC",Chix,,Restaurant,D,2019 11TH STREET NW,239187,,,,CHECKED,,,,Active,Restaurant,397677,138857.38,Ward 1,20001
631,ABRA-078871,"Young Won Trading, Inc.",Young Won,,Wholesaler,A,1336 5TH STREET NE,308263,,,,,,N,,Issued,Wholesaler,400208.51,137982.36,Ward 5,20002
632,ABRA-021562,J.W.B. Inc,Harry's,,Tavern,C,436 11TH STREET NW,300863,,,,CHECKED,,,,About to Expire,Tavern,397631.61,136457.62,Ward 2,20004
633,ABRA-060456,Saint-Ex Group LLC,Cafe Saint-Ex,,Tavern,C,1847 14TH STREET NW,240488,,CHECKED,,CHECKED,,,,About to Expire,Tavern,397247.93,138618.76,Ward 1,20009
634,ABRA-060457,Lounge 201 Llc,The 201 Bar,,Tavern,C,201 D STREET NE,300828,,CHECKED,,,,,,About to Expire,Tavern,399715.45,136311.04,Ward 6,20002
635,ABRA-060476,"Circle I Productions, Inc.",Black Cat,,Multipurpose,C,1811 14TH STREET NW,240469,,,,,,,,Active,Multipurpose,397263.94,138523.73,Ward 1,20009
636,ABRA-060477,Aqua NYA LLC,Aqua Restaurant,,Tavern,C,1818 NEW YORK AVENUE NE,55416,,CHECKED,,,CHECKED,,,About to Expire,Tavern,402020.97,138872.09,Ward 5,20002
